,status,start_date,start_station,end_date,end_station,bike_nr,subsc_type,zip_code,birth_date,gender,id,start_hour,end_hour,start_weekday,end_weekday,trip_duration,age,start_coordinates,end_coordinates,start_municipal,end_municipal,start_latitude,start_longitude,end_latitude,end_longitude,stations_exist
1551,Closed,2011-07-30 18:24:00,6.0,2011-07-30 18:35:00,20.0,B00189,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE4OjI0OjAwOjcvMzAvMjAxMSAxODozNTowMDo2LjA6MjAuMDpCMDAxODk=,18,18,5,5,660,2019.0,"42.358606,-71.065076","47.89376835,3.10927507493543",Boston,Boston,42.358606,-71.065076,47.89376835,3.10927507493543,True
1552,Closed,2011-07-30 18:25:00,20.0,2011-07-30 20:49:00,17.0,B00480,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE4OjI1OjAwOjcvMzAvMjAxMSAyMDo0OTowMDoyMC4wOjE3LjA6QjAwNDgw,18,20,5,5,8640,2019.0,"47.89376835,3.10927507493543","42.3644647,-71.1184111",Boston,Boston,47.89376835,3.10927507493543,42.3644647,-71.1184111,True
1553,Closed,2011-07-30 18:33:00,39.0,2011-07-30 18:54:00,32.0,B00550,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE4OjMzOjAwOjcvMzAvMjAxMSAxODo1NDowMDozOS4wOjMyLjA6QjAwNTUw,18,18,5,5,1260,2019.0,"42.3387682,-71.0747191","42.3448548,-71.1023117034698",Boston,Boston,42.3387682,-71.0747191,42.3448548,-71.1023117034698,True
1554,Closed,2011-07-30 18:30:00,16.0,2011-07-30 20:36:00,41.0,B00281,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE4OjMwOjAwOjcvMzAvMjAxMSAyMDozNjowMDoxNi4wOjQxLjA6QjAwMjgx,18,20,5,5,7560,2019.0,"42.3507067,-71.0797297","42.3517566,-71.1253325",Boston,Boston,42.3507067,-71.0797297,42.3517566,-71.1253325,True
1555,Closed,2011-07-30 18:32:00,32.0,2011-07-30 18:51:00,16.0,B00015,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE4OjMyOjAwOjcvMzAvMjAxMSAxODo1MTowMDozMi4wOjE2LjA6QjAwMDE1,18,18,5,5,1140,2019.0,"42.3448548,-71.1023117034698","42.3507067,-71.0797297",Boston,Boston,42.3448548,-71.1023117034698,42.3507067,-71.0797297,True
1556,Closed,2011-07-30 18:33:00,47.0,2011-07-30 20:12:00,9.0,B00528,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE4OjMzOjAwOjcvMzAvMjAxMSAyMDoxMjowMDo0Ny4wOjkuMDpCMDA1Mjg=,18,20,5,5,5940,2019.0,"42.364779,-71.053461","42.35215405,-71.1177050872685",Boston,Boston,42.364779,-71.053461,42.35215405,-71.1177050872685,True
1557,Closed,2011-07-30 18:34:00,47.0,2011-07-30 20:12:00,9.0,B00165,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE4OjM0OjAwOjcvMzAvMjAxMSAyMDoxMjowMDo0Ny4wOjkuMDpCMDAxNjU=,18,20,5,5,5880,2019.0,"42.364779,-71.053461","42.35215405,-71.1177050872685",Boston,Boston,42.364779,-71.053461,42.35215405,-71.1177050872685,True
1558,Closed,2011-07-30 18:35:00,47.0,2011-07-30 20:12:00,9.0,B00477,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE4OjM1OjAwOjcvMzAvMjAxMSAyMDoxMjowMDo0Ny4wOjkuMDpCMDA0Nzc=,18,20,5,5,5820,2019.0,"42.364779,-71.053461","42.35215405,-71.1177050872685",Boston,Boston,42.364779,-71.053461,42.35215405,-71.1177050872685,True
1563,Closed,2011-07-30 18:41:00,42.0,2011-07-30 19:04:00,16.0,B00086,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE4OjQxOjAwOjcvMzAvMjAxMSAxOTowNDowMDo0Mi4wOjE2LjA6QjAwMDg2,18,19,5,5,1380,2019.0,"42.3491713,-71.0695618","42.3507067,-71.0797297",Boston,Boston,42.3491713,-71.0695618,42.3507067,-71.0797297,True
1564,Closed,2011-07-30 18:42:00,42.0,2011-07-30 19:03:00,16.0,B00021,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE4OjQyOjAwOjcvMzAvMjAxMSAxOTowMzowMDo0Mi4wOjE2LjA6QjAwMDIx,18,19,5,5,1260,2019.0,"42.3491713,-71.0695618","42.3507067,-71.0797297",Boston,Boston,42.3491713,-71.0695618,42.3507067,-71.0797297,True
1565,Closed,2011-07-30 18:45:00,36.0,2011-07-30 19:45:00,36.0,B00364,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE4OjQ1OjAwOjcvMzAvMjAxMSAxOTo0NTowMDozNi4wOjM2LjA6QjAwMzY0,18,19,5,5,3600,2019.0,"42.3493269,-71.0786551908223","42.3493269,-71.0786551908223",Boston,Boston,42.3493269,-71.0786551908223,42.3493269,-71.0786551908223,True
1566,Closed,2011-07-30 18:44:00,14.0,2011-07-30 19:03:00,21.0,B00081,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE4OjQ0OjAwOjcvMzAvMjAxMSAxOTowMzowMDoxNC4wOjIxLjA6QjAwMDgx,18,19,5,5,1140,2019.0,"42.337171,-71.102797","42.34708765,-71.0816656804431",Boston,Boston,42.337171,-71.102797,42.34708765,-71.0816656804431,True
1567,Closed,2011-07-30 18:44:00,14.0,2011-07-30 19:03:00,21.0,B00251,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE4OjQ0OjAwOjcvMzAvMjAxMSAxOTowMzowMDoxNC4wOjIxLjA6QjAwMjUx,18,19,5,5,1140,2019.0,"42.337171,-71.102797","42.34708765,-71.0816656804431",Boston,Boston,42.337171,-71.102797,42.34708765,-71.0816656804431,True
1570,Closed,2011-07-30 18:47:00,43.0,2011-07-30 19:12:00,20.0,B00158,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE4OjQ3OjAwOjcvMzAvMjAxMSAxOToxMjowMDo0My4wOjIwLjA6QjAwMTU4,18,19,5,5,1500,2019.0,"42.3557276,-71.0499095","47.89376835,3.10927507493543",Boston,Boston,42.3557276,-71.0499095,47.89376835,3.10927507493543,True
1571,Closed,2011-07-30 18:49:00,14.0,2011-07-30 18:54:00,32.0,B00007,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE4OjQ5OjAwOjcvMzAvMjAxMSAxODo1NDowMDoxNC4wOjMyLjA6QjAwMDA3,18,18,5,5,300,2019.0,"42.337171,-71.102797","42.3448548,-71.1023117034698",Boston,Boston,42.337171,-71.102797,42.3448548,-71.1023117034698,True
1572,Closed,2011-07-30 18:50:00,16.0,2011-07-30 19:43:00,16.0,B00431,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE4OjUwOjAwOjcvMzAvMjAxMSAxOTo0MzowMDoxNi4wOjE2LjA6QjAwNDMx,18,19,5,5,3180,2019.0,"42.3507067,-71.0797297","42.3507067,-71.0797297",Boston,Boston,42.3507067,-71.0797297,42.3507067,-71.0797297,True
1573,Closed,2011-07-30 18:50:00,16.0,2011-07-30 19:43:00,16.0,B00168,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE4OjUwOjAwOjcvMzAvMjAxMSAxOTo0MzowMDoxNi4wOjE2LjA6QjAwMTY4,18,19,5,5,3180,2019.0,"42.3507067,-71.0797297","42.3507067,-71.0797297",Boston,Boston,42.3507067,-71.0797297,42.3507067,-71.0797297,True
1577,Closed,2011-07-30 18:54:00,47.0,2011-07-30 20:07:00,8.0,B00157,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE4OjU0OjAwOjcvMzAvMjAxMSAyMDowNzowMDo0Ny4wOjguMDpCMDAxNTc=,18,20,5,5,4380,2019.0,"42.364779,-71.053461","42.3537768,-71.1366199647727",Boston,Boston,42.364779,-71.053461,42.3537768,-71.1366199647727,True
1579,Closed,2011-07-30 19:02:00,30.0,2011-07-30 21:15:00,30.0,B00450,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE5OjAyOjAwOjcvMzAvMjAxMSAyMToxNTowMDozMC4wOjMwLjA6QjAwNDUw,19,21,5,5,7980,2019.0,"42.334321,-71.104356","42.334321,-71.104356",Boston,Boston,42.334321,-71.104356,42.334321,-71.104356,True
1580,Closed,2011-07-30 19:02:00,16.0,2011-07-30 19:12:00,39.0,B00167,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE5OjAyOjAwOjcvMzAvMjAxMSAxOToxMjowMDoxNi4wOjM5LjA6QjAwMTY3,19,19,5,5,600,2019.0,"42.3507067,-71.0797297","42.3387682,-71.0747191",Boston,Boston,42.3507067,-71.0797297,42.3387682,-71.0747191,True
1581,Closed,2011-07-30 19:04:00,48.0,2011-07-31 13:55:00,25.0,B00109,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE5OjA0OjAwOjcvMzEvMjAxMSAxMzo1NTowMDo0OC4wOjI1LjA6QjAwMTA5,19,13,5,6,67860,2019.0,"42.3574875,-71.0563285","42.3582926,-71.0602525",Boston,Boston,42.3574875,-71.0563285,42.3582926,-71.0602525,True
1582,Closed,2011-07-30 19:05:00,42.0,2011-07-30 19:19:00,52.0,B00347,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE5OjA1OjAwOjcvMzAvMjAxMSAxOToxOTowMDo0Mi4wOjUyLjA6QjAwMzQ3,19,19,5,5,840,2019.0,"42.3491713,-71.0695618","42.3520749,-71.0733646",Boston,Boston,42.3491713,-71.0695618,42.3520749,-71.0733646,True
1583,Closed,2011-07-30 19:05:00,42.0,2011-07-30 19:11:00,36.0,B00272,REGISTERED,'02114,1978.0,Male,Ny8zMC8yMDExIDE5OjA1OjAwOjcvMzAvMjAxMSAxOToxMTowMDo0Mi4wOjM2LjA6QjAwMjcy,19,19,5,5,360,41.0,"42.3491713,-71.0695618","42.3493269,-71.0786551908223",Boston,Boston,42.3491713,-71.0695618,42.3493269,-71.0786551908223,True
1584,Closed,2011-07-30 19:06:00,21.0,2011-07-30 19:52:00,21.0,B00540,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE5OjA2OjAwOjcvMzAvMjAxMSAxOTo1MjowMDoyMS4wOjIxLjA6QjAwNTQw,19,19,5,5,2760,2019.0,"42.34708765,-71.0816656804431","42.34708765,-71.0816656804431",Boston,Boston,42.34708765,-71.0816656804431,42.34708765,-71.0816656804431,True
1585,Closed,2011-07-30 19:06:00,21.0,2011-07-30 19:52:00,21.0,B00251,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE5OjA2OjAwOjcvMzAvMjAxMSAxOTo1MjowMDoyMS4wOjIxLjA6QjAwMjUx,19,19,5,5,2760,2019.0,"42.34708765,-71.0816656804431","42.34708765,-71.0816656804431",Boston,Boston,42.34708765,-71.0816656804431,42.34708765,-71.0816656804431,True
1588,Closed,2011-07-30 19:07:00,42.0,2011-07-30 19:19:00,52.0,B00318,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE5OjA3OjAwOjcvMzAvMjAxMSAxOToxOTowMDo0Mi4wOjUyLjA6QjAwMzE4,19,19,5,5,720,2019.0,"42.3491713,-71.0695618","42.3520749,-71.0733646",Boston,Boston,42.3491713,-71.0695618,42.3520749,-71.0733646,True
1589,Closed,2011-07-30 19:09:00,47.0,2011-07-30 20:08:00,8.0,B00417,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE5OjA5OjAwOjcvMzAvMjAxMSAyMDowODowMDo0Ny4wOjguMDpCMDA0MTc=,19,20,5,5,3540,2019.0,"42.364779,-71.053461","42.3537768,-71.1366199647727",Boston,Boston,42.364779,-71.053461,42.3537768,-71.1366199647727,True
1590,Closed,2011-07-30 19:13:00,15.0,2011-07-30 20:09:00,15.0,B00160,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE5OjEzOjAwOjcvMzAvMjAxMSAyMDowOTowMDoxNS4wOjE1LjA6QjAwMTYw,19,20,5,5,3360,2019.0,"42.3602534,-71.0582912","42.3602534,-71.0582912",Boston,Boston,42.3602534,-71.0582912,42.3602534,-71.0582912,True
1593,Closed,2011-07-30 19:15:00,41.0,2011-07-30 20:49:00,41.0,B00414,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE5OjE1OjAwOjcvMzAvMjAxMSAyMDo0OTowMDo0MS4wOjQxLjA6QjAwNDE0,19,20,5,5,5640,2019.0,"42.3517566,-71.1253325","42.3517566,-71.1253325",Boston,Boston,42.3517566,-71.1253325,42.3517566,-71.1253325,True
1594,Closed,2011-07-30 19:17:00,30.0,2011-07-30 20:17:00,30.0,B00426,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE5OjE3OjAwOjcvMzAvMjAxMSAyMDoxNzowMDozMC4wOjMwLjA6QjAwNDI2,19,20,5,5,3600,2019.0,"42.334321,-71.104356","42.334321,-71.104356",Boston,Boston,42.334321,-71.104356,42.334321,-71.104356,True
1595,Closed,2011-07-30 19:18:00,30.0,2011-07-30 19:19:00,30.0,B00410,REGISTERED,'02118,1981.0,Male,Ny8zMC8yMDExIDE5OjE4OjAwOjcvMzAvMjAxMSAxOToxOTowMDozMC4wOjMwLjA6QjAwNDEw,19,19,5,5,60,38.0,"42.334321,-71.104356","42.334321,-71.104356",Boston,Boston,42.334321,-71.104356,42.334321,-71.104356,True
1596,Closed,2011-07-30 19:19:00,30.0,2011-07-30 20:17:00,30.0,B00339,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE5OjE5OjAwOjcvMzAvMjAxMSAyMDoxNzowMDozMC4wOjMwLjA6QjAwMzM5,19,20,5,5,3480,2019.0,"42.334321,-71.104356","42.334321,-71.104356",Boston,Boston,42.334321,-71.104356,42.334321,-71.104356,True
1597,Closed,2011-07-30 19:20:00,30.0,2011-07-30 20:17:00,30.0,B00012,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE5OjIwOjAwOjcvMzAvMjAxMSAyMDoxNzowMDozMC4wOjMwLjA6QjAwMDEy,19,20,5,5,3420,2019.0,"42.334321,-71.104356","42.334321,-71.104356",Boston,Boston,42.334321,-71.104356,42.334321,-71.104356,True
1598,Closed,2011-07-30 19:30:00,18.0,2011-07-30 19:55:00,9.0,B00464,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE5OjMwOjAwOjcvMzAvMjAxMSAxOTo1NTowMDoxOC4wOjkuMDpCMDA0NjQ=,19,19,5,5,1500,2019.0,"42.3602534,-71.0582912","42.35215405,-71.1177050872685",Boston,Boston,42.3602534,-71.0582912,42.35215405,-71.1177050872685,True
1599,Closed,2011-07-30 19:32:00,18.0,2011-07-30 19:55:00,9.0,B00035,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE5OjMyOjAwOjcvMzAvMjAxMSAxOTo1NTowMDoxOC4wOjkuMDpCMDAwMzU=,19,19,5,5,1380,2019.0,"42.3602534,-71.0582912","42.35215405,-71.1177050872685",Boston,Boston,42.3602534,-71.0582912,42.35215405,-71.1177050872685,True
1600,Closed,2011-07-30 19:36:00,20.0,2011-07-30 19:44:00,24.0,B00418,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE5OjM2OjAwOjcvMzAvMjAxMSAxOTo0NDowMDoyMC4wOjI0LjA6QjAwNDE4,19,19,5,5,480,2019.0,"47.89376835,3.10927507493543","42.3502036,-71.0427412",Boston,Boston,47.89376835,3.10927507493543,42.3502036,-71.0427412,True
1601,Closed,2011-07-30 19:38:00,42.0,2011-07-30 19:57:00,47.0,B00389,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE5OjM4OjAwOjcvMzAvMjAxMSAxOTo1NzowMDo0Mi4wOjQ3LjA6QjAwMzg5,19,19,5,5,1140,2019.0,"42.3491713,-71.0695618","42.364779,-71.053461",Boston,Boston,42.3491713,-71.0695618,42.364779,-71.053461,True
1602,Closed,2011-07-30 19:38:00,42.0,2011-07-30 19:57:00,47.0,B00095,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE5OjM4OjAwOjcvMzAvMjAxMSAxOTo1NzowMDo0Mi4wOjQ3LjA6QjAwMDk1,19,19,5,5,1140,2019.0,"42.3491713,-71.0695618","42.364779,-71.053461",Boston,Boston,42.3491713,-71.0695618,42.364779,-71.053461,True
1603,Closed,2011-07-30 19:39:00,47.0,2011-07-30 19:59:00,36.0,B00270,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE5OjM5OjAwOjcvMzAvMjAxMSAxOTo1OTowMDo0Ny4wOjM2LjA6QjAwMjcw,19,19,5,5,1200,2019.0,"42.364779,-71.053461","42.3493269,-71.0786551908223",Boston,Boston,42.364779,-71.053461,42.3493269,-71.0786551908223,True
1604,Closed,2011-07-30 19:39:00,47.0,2011-07-30 20:00:00,36.0,B00353,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE5OjM5OjAwOjcvMzAvMjAxMSAyMDowMDowMDo0Ny4wOjM2LjA6QjAwMzUz,19,20,5,5,1260,2019.0,"42.364779,-71.053461","42.3493269,-71.0786551908223",Boston,Boston,42.364779,-71.053461,42.3493269,-71.0786551908223,True
1609,Closed,2011-07-30 19:42:00,25.0,2011-07-30 19:52:00,39.0,B00469,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE5OjQyOjAwOjcvMzAvMjAxMSAxOTo1MjowMDoyNS4wOjM5LjA6QjAwNDY5,19,19,5,5,600,2019.0,"42.3582926,-71.0602525","42.3387682,-71.0747191",Boston,Boston,42.3582926,-71.0602525,42.3387682,-71.0747191,True
1610,Closed,2011-07-30 19:42:00,25.0,2011-07-30 19:52:00,39.0,B00014,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE5OjQyOjAwOjcvMzAvMjAxMSAxOTo1MjowMDoyNS4wOjM5LjA6QjAwMDE0,19,19,5,5,600,2019.0,"42.3582926,-71.0602525","42.3387682,-71.0747191",Boston,Boston,42.3582926,-71.0602525,42.3387682,-71.0747191,True
1611,Closed,2011-07-30 19:43:00,36.0,2011-07-30 20:00:00,22.0,B00465,REGISTERED,'02116,1979.0,Female,Ny8zMC8yMDExIDE5OjQzOjAwOjcvMzAvMjAxMSAyMDowMDowMDozNi4wOjIyLjA6QjAwNDY1,19,20,5,5,1020,40.0,"42.3493269,-71.0786551908223","47.89376835,3.10927507493543",Boston,Boston,42.3493269,-71.0786551908223,47.89376835,3.10927507493543,True
1612,Closed,2011-07-30 19:43:00,36.0,2011-07-30 20:00:00,22.0,B00272,REGISTERED,'02114,1978.0,Male,Ny8zMC8yMDExIDE5OjQzOjAwOjcvMzAvMjAxMSAyMDowMDowMDozNi4wOjIyLjA6QjAwMjcy,19,20,5,5,1020,41.0,"42.3493269,-71.0786551908223","47.89376835,3.10927507493543",Boston,Boston,42.3493269,-71.0786551908223,47.89376835,3.10927507493543,True
1613,Closed,2011-07-30 19:43:00,16.0,2011-07-30 19:48:00,42.0,B00096,REGISTERED,'02116,1966.0,Male,Ny8zMC8yMDExIDE5OjQzOjAwOjcvMzAvMjAxMSAxOTo0ODowMDoxNi4wOjQyLjA6QjAwMDk2,19,19,5,5,300,53.0,"42.3507067,-71.0797297","42.3491713,-71.0695618",Boston,Boston,42.3507067,-71.0797297,42.3491713,-71.0695618,True
1614,Closed,2011-07-30 19:44:00,21.0,2011-07-30 20:44:00,36.0,B00220,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE5OjQ0OjAwOjcvMzAvMjAxMSAyMDo0NDowMDoyMS4wOjM2LjA6QjAwMjIw,19,20,5,5,3600,2019.0,"42.34708765,-71.0816656804431","42.3493269,-71.0786551908223",Boston,Boston,42.34708765,-71.0816656804431,42.3493269,-71.0786551908223,True
1615,Closed,2011-07-30 19:45:00,9.0,2011-07-30 20:05:00,42.0,B00279,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE5OjQ1OjAwOjcvMzAvMjAxMSAyMDowNTowMDo5LjA6NDIuMDpCMDAyNzk=,19,20,5,5,1200,2019.0,"42.35215405,-71.1177050872685","42.3491713,-71.0695618",Boston,Boston,42.35215405,-71.1177050872685,42.3491713,-71.0695618,True
1616,Closed,2011-07-30 19:45:00,21.0,2011-07-30 20:44:00,36.0,B00302,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE5OjQ1OjAwOjcvMzAvMjAxMSAyMDo0NDowMDoyMS4wOjM2LjA6QjAwMzAy,19,20,5,5,3540,2019.0,"42.34708765,-71.0816656804431","42.3493269,-71.0786551908223",Boston,Boston,42.34708765,-71.0816656804431,42.3493269,-71.0786551908223,True
1617,Closed,2011-07-30 19:47:00,18.0,2011-07-30 20:18:00,30.0,B00153,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE5OjQ3OjAwOjcvMzAvMjAxMSAyMDoxODowMDoxOC4wOjMwLjA6QjAwMTUz,19,20,5,5,1860,2019.0,"42.3602534,-71.0582912","42.334321,-71.104356",Boston,Boston,42.3602534,-71.0582912,42.334321,-71.104356,True
1618,Closed,2011-07-30 19:47:00,18.0,2011-07-30 20:18:00,30.0,B00056,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE5OjQ3OjAwOjcvMzAvMjAxMSAyMDoxODowMDoxOC4wOjMwLjA6QjAwMDU2,19,20,5,5,1860,2019.0,"42.3602534,-71.0582912","42.334321,-71.104356",Boston,Boston,42.3602534,-71.0582912,42.334321,-71.104356,True
1620,Closed,2011-07-30 19:54:00,21.0,2011-07-30 20:10:00,14.0,B00540,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE5OjU0OjAwOjcvMzAvMjAxMSAyMDoxMDowMDoyMS4wOjE0LjA6QjAwNTQw,19,20,5,5,960,2019.0,"42.34708765,-71.0816656804431","42.337171,-71.102797",Boston,Boston,42.34708765,-71.0816656804431,42.337171,-71.102797,True
1621,Closed,2011-07-30 19:55:00,21.0,2011-07-30 20:10:00,14.0,B00251,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE5OjU1OjAwOjcvMzAvMjAxMSAyMDoxMDowMDoyMS4wOjE0LjA6QjAwMjUx,19,20,5,5,900,2019.0,"42.34708765,-71.0816656804431","42.337171,-71.102797",Boston,Boston,42.34708765,-71.0816656804431,42.337171,-71.102797,True
1622,Closed,2011-07-30 19:58:00,39.0,2011-07-30 20:08:00,39.0,B00014,REGISTERED,'02118,1981.0,Male,Ny8zMC8yMDExIDE5OjU4OjAwOjcvMzAvMjAxMSAyMDowODowMDozOS4wOjM5LjA6QjAwMDE0,19,20,5,5,600,38.0,"42.3387682,-71.0747191","42.3387682,-71.0747191",Boston,Boston,42.3387682,-71.0747191,42.3387682,-71.0747191,True
1623,Closed,2011-07-30 20:00:00,47.0,2011-07-30 20:25:00,39.0,B00389,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDIwOjAwOjAwOjcvMzAvMjAxMSAyMDoyNTowMDo0Ny4wOjM5LjA6QjAwMzg5,20,20,5,5,1500,2019.0,"42.364779,-71.053461","42.3387682,-71.0747191",Boston,Boston,42.364779,-71.053461,42.3387682,-71.0747191,True
1624,Closed,2011-07-30 20:00:00,42.0,2011-07-30 20:21:00,42.0,B00419,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDIwOjAwOjAwOjcvMzAvMjAxMSAyMDoyMTowMDo0Mi4wOjQyLjA6QjAwNDE5,20,20,5,5,1260,2019.0,"42.3491713,-71.0695618","42.3491713,-71.0695618",Boston,Boston,42.3491713,-71.0695618,42.3491713,-71.0695618,True
1625,Closed,2011-07-30 20:00:00,14.0,2011-07-30 20:14:00,53.0,B00402,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDIwOjAwOjAwOjcvMzAvMjAxMSAyMDoxNDowMDoxNC4wOjUzLjA6QjAwNDAy,20,20,5,5,840,2019.0,"42.337171,-71.102797","42.3553503,-71.0728293",Boston,Boston,42.337171,-71.102797,42.3553503,-71.0728293,True
1626,Closed,2011-07-30 20:00:00,47.0,2011-07-30 20:25:00,39.0,B00095,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDIwOjAwOjAwOjcvMzAvMjAxMSAyMDoyNTowMDo0Ny4wOjM5LjA6QjAwMDk1,20,20,5,5,1500,2019.0,"42.364779,-71.053461","42.3387682,-71.0747191",Boston,Boston,42.364779,-71.053461,42.3387682,-71.0747191,True
1627,Closed,2011-07-30 20:00:00,42.0,2011-07-30 20:22:00,42.0,B00543,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDIwOjAwOjAwOjcvMzAvMjAxMSAyMDoyMjowMDo0Mi4wOjQyLjA6QjAwNTQz,20,20,5,5,1320,2019.0,"42.3491713,-71.0695618","42.3491713,-71.0695618",Boston,Boston,42.3491713,-71.0695618,42.3491713,-71.0695618,True
1629,Closed,2011-07-30 20:00:00,44.0,2011-07-30 20:20:00,42.0,B00045,REGISTERED,'02138,1952.0,Male,Ny8zMC8yMDExIDIwOjAwOjAwOjcvMzAvMjAxMSAyMDoyMDowMDo0NC4wOjQyLjA6QjAwMDQ1,20,20,5,5,1200,67.0,"42.3600335,-71.05623415","42.3491713,-71.0695618",Boston,Boston,42.3600335,-71.05623415,42.3491713,-71.0695618,True
1632,Closed,2011-07-30 20:03:00,8.0,2011-07-30 20:19:00,8.0,B00134,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDIwOjAzOjAwOjcvMzAvMjAxMSAyMDoxOTowMDo4LjA6OC4wOkIwMDEzNA==,20,20,5,5,960,2019.0,"42.3537768,-71.1366199647727","42.3537768,-71.1366199647727",Boston,Boston,42.3537768,-71.1366199647727,42.3537768,-71.1366199647727,True
1633,Closed,2011-07-30 20:02:00,49.0,2011-07-30 20:13:00,39.0,B00190,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDIwOjAyOjAwOjcvMzAvMjAxMSAyMDoxMzowMDo0OS4wOjM5LjA6QjAwMTkw,20,20,5,5,660,2019.0,"42.3003827,-71.0624746","42.3387682,-71.0747191",Boston,Boston,42.3003827,-71.0624746,42.3387682,-71.0747191,True
1634,Closed,2011-07-30 20:03:00,49.0,2011-07-30 20:13:00,39.0,B00350,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDIwOjAzOjAwOjcvMzAvMjAxMSAyMDoxMzowMDo0OS4wOjM5LjA6QjAwMzUw,20,20,5,5,600,2019.0,"42.3003827,-71.0624746","42.3387682,-71.0747191",Boston,Boston,42.3003827,-71.0624746,42.3387682,-71.0747191,True
1635,Closed,2011-07-30 20:04:00,22.0,2011-07-30 20:18:00,40.0,B00110,REGISTERED,'02116,1979.0,Female,Ny8zMC8yMDExIDIwOjA0OjAwOjcvMzAvMjAxMSAyMDoxODowMDoyMi4wOjQwLjA6QjAwMTEw,20,20,5,5,840,40.0,"47.89376835,3.10927507493543","42.3635056,-71.0502922",Boston,Boston,47.89376835,3.10927507493543,42.3635056,-71.0502922,True
1636,Closed,2011-07-30 20:04:00,22.0,2011-07-30 20:17:00,40.0,B00455,REGISTERED,'02114,1978.0,Male,Ny8zMC8yMDExIDIwOjA0OjAwOjcvMzAvMjAxMSAyMDoxNzowMDoyMi4wOjQwLjA6QjAwNDU1,20,20,5,5,780,41.0,"47.89376835,3.10927507493543","42.3635056,-71.0502922",Boston,Boston,47.89376835,3.10927507493543,42.3635056,-71.0502922,True
1638,Closed,2011-07-30 20:13:00,16.0,2011-07-30 20:22:00,52.0,B00086,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDIwOjEzOjAwOjcvMzAvMjAxMSAyMDoyMjowMDoxNi4wOjUyLjA6QjAwMDg2,20,20,5,5,540,2019.0,"42.3507067,-71.0797297","42.3520749,-71.0733646",Boston,Boston,42.3507067,-71.0797297,42.3520749,-71.0733646,True
